filename,label,params
transit/transit_0026.csv,transit,"{""period"": 3.3883, ""depth"": 0.023165, ""duration_hours"": 3.32, ""t0"": 1.1753}"
transit/transit_0027.csv,transit,"{""period"": 1.3193, ""depth"": 0.023985, ""duration_hours"": 2.93, ""t0"": 1.0326}"
transit/transit_0028.csv,transit,"{""period"": 7.8132, ""depth"": 0.012522, ""duration_hours"": 4.75, ""t0"": 4.467}"
transit/transit_0029.csv,transit,"{""period"": 4.7377, ""depth"": 0.008623, ""duration_hours"": 3.08, ""t0"": 2.0794}"
transit/transit_0030.csv,transit,"{""period"": 12.5681, ""depth"": 0.022456, ""duration_hours"": 1.56, ""t0"": 6.9632}"
transit/transit_0031.csv,transit,"{""period"": 10.4114, ""depth"": 0.00739, ""duration_hours"": 3.64, ""t0"": 7.569}"
transit/transit_0032.csv,transit,"{""period"": 2.5084, ""depth"": 0.022942, ""duration_hours"": 1.92, ""t0"": 0.0938}"
transit/transit_0033.csv,transit,"{""period"": 6.1929, ""depth"": 0.02083, ""duration_hours"": 4.23, ""t0"": 1.964}"
transit/transit_0034.csv,transit,"{""period"": 5.0728, ""depth"": 0.013119, ""duration_hours"": 2.02, ""t0"": 4.7484}"
transit/transit_0035.csv,transit,"{""period"": 1.6287, ""depth"": 0.01116, ""duration_hours"": 4.97, ""t0"": 1.4523}"
transit/transit_0036.csv,transit,"{""period"": 13.4711, ""depth"": 0.022389, ""duration_hours"": 3.08, ""t0"": 4.2559}"
transit/transit_0037.csv,transit,"{""period"": 10.2633, ""depth"": 0.009655, ""duration_hours"": 1.38, ""t0"": 7.6645}"
transit/transit_0038.csv,transit,"{""period"": 14.1154, ""depth"": 0.006404, ""duration_hours"": 1.49, ""t0"": 11.7315}"
transit/transit_0039.csv,transit,"{""period"": 3.5098, ""depth"": 0.015185, ""duration_hours"": 4.5, ""t0"": 0.6894}"
transit/transit_0040.csv,transit,"{""period"": 11.8837, ""depth"": 0.02431, ""duration_hours"": 3.0, ""t0"": 1.71}"
transit/transit_0041.csv,transit,"{""period"": 4.2152, ""depth"": 0.00373, ""duration_hours"": 3.71, ""t0"": 0.5135}"
transit/transit_0042.csv,transit,"{""period"": 10.7197, ""depth"": 0.014737, ""duration_hours"": 1.8, ""t0"": 8.62}"
transit/transit_0043.csv,transit,"{""period"": 11.3458, ""depth"": 0.003711, ""duration_hours"": 1.5, ""t0"": 10.5239}"
transit/transit_0044.csv,transit,"{""period"": 5.2133, ""depth"": 0.01247, ""duration_hours"": 3.65, ""t0"": 4.9819}"
transit/transit_0045.csv,transit,"{""period"": 13.9473, ""depth"": 0.001109, ""duration_hours"": 3.22, ""t0"": 8.8423}"
transit/transit_0046.csv,transit,"{""period"": 2.9648, ""depth"": 0.010768, ""duration_hours"": 4.86, ""t0"": 1.7671}"
transit/transit_0047.csv,transit,"{""period"": 12.2611, ""depth"": 0.011951, ""duration_hours"": 4.14, ""t0"": 0.2187}"
transit/transit_0048.csv,transit,"{""period"": 12.612, ""depth"": 0.020022, ""duration_hours"": 1.93, ""t0"": 6.6941}"
transit/transit_0049.csv,transit,"{""period"": 13.1483, ""depth"": 0.015276, ""duration_hours"": 2.65, ""t0"": 4.9199}"
transit/transit_0050.csv,transit,"{""period"": 10.127, ""depth"": 0.021754, ""duration_hours"": 2.82, ""t0"": 2.5099}"
transit/transit_0051.csv,transit,"{""period"": 11.4442, ""depth"": 0.020506, ""duration_hours"": 1.42, ""t0"": 0.7617}"
transit/transit_0052.csv,transit,"{""period"": 3.0464, ""depth"": 0.020704, ""duration_hours"": 2.24, ""t0"": 0.4383}"
transit/transit_0053.csv,transit,"{""period"": 3.3174, ""depth"": 0.007476, ""duration_hours"": 1.61, ""t0"": 0.3831}"
transit/transit_0054.csv,transit,"{""period"": 1.7755, ""depth"": 0.004779, ""duration_hours"": 1.21, ""t0"": 1.0496}"
transit/transit_0055.csv,transit,"{""period"": 6.5108, ""depth"": 0.008291, ""duration_hours"": 3.02, ""t0"": 5.697}"
transit/transit_0056.csv,transit,"{""period"": 1.6087, ""depth"": 0.004947, ""duration_hours"": 1.95, ""t0"": 0.4012}"
transit/transit_0057.csv,transit,"{""period"": 6.8277, ""depth"": 0.001707, ""duration_hours"": 2.49, ""t0"": 3.576}"
transit/transit_0058.csv,transit,"{""period"": 12.6684, ""depth"": 0.001773, ""duration_hours"": 4.7, ""t0"": 1.2556}"
transit/transit_0059.csv,transit,"{""period"": 13.6371, ""depth"": 0.024499, ""duration_hours"": 4.21, ""t0"": 10.6298}"
transit/transit_0060.csv,transit,"{""period"": 11.9059, ""depth"": 0.003797, ""duration_hours"": 3.14, ""t0"": 6.1223}"
transit/transit_0061.csv,transit,"{""period"": 7.4792, ""depth"": 0.009935, ""duration_hours"": 3.56, ""t0"": 1.9929}"
transit/transit_0062.csv,transit,"{""period"": 7.6903, ""depth"": 0.010714, ""duration_hours"": 1.93, ""t0"": 2.8263}"
transit/transit_0063.csv,transit,"{""period"": 5.5849, ""depth"": 0.009797, ""duration_hours"": 3.74, ""t0"": 1.658}"
transit/transit_0064.csv,transit,"{""period"": 13.8289, ""depth"": 0.012282, ""duration_hours"": 2.31, ""t0"": 7.4045}"
transit/transit_0065.csv,transit,"{""period"": 10.1362, ""depth"": 0.020208, ""duration_hours"": 3.13, ""t0"": 6.4154}"
transit/transit_0066.csv,transit,"{""period"": 11.2885, ""depth"": 0.005459, ""duration_hours"": 3.78, ""t0"": 9.7162}"
transit/transit_0067.csv,transit,"{""period"": 9.6013, ""depth"": 0.00283, ""duration_hours"": 3.9, ""t0"": 0.8112}"
transit/transit_0068.csv,transit,"{""period"": 2.9237, ""depth"": 0.023993, ""duration_hours"": 4.2, ""t0"": 1.7358}"
transit/transit_0069.csv,transit,"{""period"": 12.1316, ""depth"": 0.023678, ""duration_hours"": 2.01, ""t0"": 7.1586}"
transit/transit_0070.csv,transit,"{""period"": 9.6263, ""depth"": 0.004697, ""duration_hours"": 3.26, ""t0"": 5.5104}"
transit/transit_0071.csv,transit,"{""period"": 8.3168, ""depth"": 0.019216, ""duration_hours"": 4.2, ""t0"": 4.0932}"
transit/transit_0072.csv,transit,"{""period"": 14.0373, ""depth"": 0.003433, ""duration_hours"": 1.47, ""t0"": 1.2312}"
transit/transit_0073.csv,transit,"{""period"": 6.8605, ""depth"": 0.019471, ""duration_hours"": 3.68, ""t0"": 2.2889}"
transit/transit_0074.csv,transit,"{""period"": 11.6755, ""depth"": 0.007128, ""duration_hours"": 2.46, ""t0"": 3.6712}"
transit/transit_0075.csv,transit,"{""period"": 3.069, ""depth"": 0.023435, ""duration_hours"": 2.75, ""t0"": 1.1764}"
transit/transit_0076.csv,transit,"{""period"": 8.7419, ""depth"": 0.023435, ""duration_hours"": 4.12, ""t0"": 4.1906}"
transit/transit_0077.csv,transit,"{""period"": 14.8128, ""depth"": 0.018085, ""duration_hours"": 4.8, ""t0"": 1.755}"
transit/transit_0078.csv,transit,"{""period"": 9.919, ""depth"": 0.003487, ""duration_hours"": 3.35, ""t0"": 6.8054}"
transit/transit_0079.csv,transit,"{""period"": 7.3605, ""depth"": 0.020722, ""duration_hours"": 2.18, ""t0"": 3.3751}"
transit/transit_0080.csv,transit,"{""period"": 5.227, ""depth"": 0.023002, ""duration_hours"": 4.13, ""t0"": 0.578}"
transit/transit_0081.csv,transit,"{""period"": 13.3088, ""depth"": 0.007456, ""duration_hours"": 4.35, ""t0"": 1.4163}"
transit/transit_0082.csv,transit,"{""period"": 10.3196, ""depth"": 0.016428, ""duration_hours"": 1.36, ""t0"": 9.257}"
transit/transit_0083.csv,transit,"{""period"": 4.3716, ""depth"": 0.004004, ""duration_hours"": 4.11, ""t0"": 0.8665}"
transit/transit_0084.csv,transit,"{""period"": 10.1878, ""depth"": 0.001386, ""duration_hours"": 1.02, ""t0"": 0.5263}"
transit/transit_0085.csv,transit,"{""period"": 12.2207, ""depth"": 0.006345, ""duration_hours"": 4.4, ""t0"": 0.6994}"
transit/transit_0086.csv,transit,"{""period"": 13.9891, ""depth"": 0.019417, ""duration_hours"": 3.79, ""t0"": 11.7226}"
transit/transit_0087.csv,transit,"{""period"": 3.8249, ""depth"": 0.003561, ""duration_hours"": 3.02, ""t0"": 2.8503}"
transit/transit_0088.csv,transit,"{""period"": 12.9158, ""depth"": 0.004303, ""duration_hours"": 3.94, ""t0"": 2.4933}"
transit/transit_0089.csv,transit,"{""period"": 10.9387, ""depth"": 0.024515, ""duration_hours"": 3.45, ""t0"": 0.5962}"
transit/transit_0090.csv,transit,"{""period"": 1.5929, ""depth"": 0.022162, ""duration_hours"": 3.84, ""t0"": 0.2758}"
transit/transit_0091.csv,transit,"{""period"": 3.5695, ""depth"": 0.024511, ""duration_hours"": 2.83, ""t0"": 2.7987}"
transit/transit_0092.csv,transit,"{""period"": 9.0138, ""depth"": 0.004056, ""duration_hours"": 4.78, ""t0"": 2.7162}"
transit/transit_0093.csv,transit,"{""period"": 10.7969, ""depth"": 0.016406, ""duration_hours"": 4.76, ""t0"": 1.6027}"
transit/transit_0094.csv,transit,"{""period"": 6.6565, ""depth"": 0.012117, ""duration_hours"": 1.48, ""t0"": 0.8926}"
transit/transit_0095.csv,transit,"{""period"": 5.2659, ""depth"": 0.010984, ""duration_hours"": 3.44, ""t0"": 3.3419}"
transit/transit_0096.csv,transit,"{""period"": 6.723, ""depth"": 0.005832, ""duration_hours"": 3.35, ""t0"": 2.1315}"
transit/transit_0097.csv,transit,"{""period"": 6.8576, ""depth"": 0.012116, ""duration_hours"": 1.9, ""t0"": 3.9257}"
transit/transit_0098.csv,transit,"{""period"": 10.828, ""depth"": 0.016375, ""duration_hours"": 3.61, ""t0"": 3.424}"
transit/transit_0099.csv,transit,"{""period"": 8.688, ""depth"": 0.01107, ""duration_hours"": 3.5, ""t0"": 3.1334}"
transit/transit_0100.csv,transit,"{""period"": 11.3139, ""depth"": 0.022217, ""duration_hours"": 4.68, ""t0"": 5.698}"
transit/transit_0101.csv,transit,"{""period"": 12.1982, ""depth"": 0.008204, ""duration_hours"": 4.35, ""t0"": 6.0276}"
transit/transit_0102.csv,transit,"{""period"": 2.0088, ""depth"": 0.021129, ""duration_hours"": 1.22, ""t0"": 0.5637}"
transit/transit_0103.csv,transit,"{""period"": 3.4219, ""depth"": 0.00819, ""duration_hours"": 3.97, ""t0"": 0.0502}"
transit/transit_0104.csv,transit,"{""period"": 12.9917, ""depth"": 0.00962, ""duration_hours"": 1.61, ""t0"": 7.8059}"
transit/transit_0105.csv,transit,"{""period"": 6.1089, ""depth"": 0.023982, ""duration_hours"": 4.98, ""t0"": 4.7167}"
transit/transit_0106.csv,transit,"{""period"": 10.6273, ""depth"": 0.017782, ""duration_hours"": 2.55, ""t0"": 6.8109}"
transit/transit_0107.csv,transit,"{""period"": 3.9268, ""depth"": 0.013365, ""duration_hours"": 1.66, ""t0"": 0.6515}"
transit/transit_0108.csv,transit,"{""period"": 14.8479, ""depth"": 0.014121, ""duration_hours"": 4.36, ""t0"": 14.7042}"
transit/transit_0109.csv,transit,"{""period"": 7.2754, ""depth"": 0.010118, ""duration_hours"": 1.32, ""t0"": 5.4954}"
transit/transit_0110.csv,transit,"{""period"": 7.5706, ""depth"": 0.004191, ""duration_hours"": 1.72, ""t0"": 6.8673}"
transit/transit_0111.csv,transit,"{""period"": 4.2599, ""depth"": 0.007655, ""duration_hours"": 2.96, ""t0"": 2.4982}"
transit/transit_0112.csv,transit,"{""period"": 2.1776, ""depth"": 0.00647, ""duration_hours"": 4.37, ""t0"": 1.3884}"
transit/transit_0113.csv,transit,"{""period"": 10.3828, ""depth"": 0.019191, ""duration_hours"": 1.23, ""t0"": 3.8064}"
transit/transit_0114.csv,transit,"{""period"": 5.7384, ""depth"": 0.02119, ""duration_hours"": 2.93, ""t0"": 4.4107}"
transit/transit_0115.csv,transit,"{""period"": 8.0671, ""depth"": 0.022784, ""duration_hours"": 3.35, ""t0"": 6.8592}"
transit/transit_0116.csv,transit,"{""period"": 7.9834, ""depth"": 0.01352, ""duration_hours"": 1.42, ""t0"": 3.1818}"
transit/transit_0117.csv,transit,"{""period"": 9.8317, ""depth"": 0.004849, ""duration_hours"": 2.36, ""t0"": 1.8838}"
transit/transit_0118.csv,transit,"{""period"": 13.9844, ""depth"": 0.011481, ""duration_hours"": 2.23, ""t0"": 8.3694}"
transit/transit_0119.csv,transit,"{""period"": 4.8923, ""depth"": 0.017724, ""duration_hours"": 3.54, ""t0"": 4.8033}"
transit/transit_0120.csv,transit,"{""period"": 7.6851, ""depth"": 0.019155, ""duration_hours"": 4.61, ""t0"": 5.5386}"
transit/transit_0121.csv,transit,"{""period"": 11.9481, ""depth"": 0.021737, ""duration_hours"": 1.46, ""t0"": 8.7509}"
transit/transit_0122.csv,transit,"{""period"": 8.7435, ""depth"": 0.016526, ""duration_hours"": 4.88, ""t0"": 8.6086}"
transit/transit_0123.csv,transit,"{""period"": 11.2725, ""depth"": 0.018875, ""duration_hours"": 2.39, ""t0"": 1.3963}"
transit/transit_0124.csv,transit,"{""period"": 11.8828, ""depth"": 0.012498, ""duration_hours"": 4.94, ""t0"": 5.5252}"
transit/transit_0125.csv,transit,"{""period"": 6.7621, ""depth"": 0.019945, ""duration_hours"": 1.34, ""t0"": 3.7561}"
transit/transit_0126.csv,transit,"{""period"": 13.9458, ""depth"": 0.020653, ""duration_hours"": 1.15, ""t0"": 5.1976}"
transit/transit_0127.csv,transit,"{""period"": 2.53, ""depth"": 0.017045, ""duration_hours"": 3.85, ""t0"": 1.9575}"
transit/transit_0128.csv,transit,"{""period"": 11.352, ""depth"": 0.020121, ""duration_hours"": 1.2, ""t0"": 2.6625}"
transit/transit_0129.csv,transit,"{""period"": 13.0138, ""depth"": 0.00061, ""duration_hours"": 3.06, ""t0"": 8.8141}"
transit/transit_0130.csv,transit,"{""period"": 6.619, ""depth"": 0.022443, ""duration_hours"": 3.69, ""t0"": 1.5731}"
transit/transit_0131.csv,transit,"{""period"": 5.8724, ""depth"": 0.021407, ""duration_hours"": 2.2, ""t0"": 3.4666}"
transit/transit_0132.csv,transit,"{""period"": 4.8476, ""depth"": 0.022221, ""duration_hours"": 1.75, ""t0"": 0.4111}"
transit/transit_0133.csv,transit,"{""period"": 11.0469, ""depth"": 0.020282, ""duration_hours"": 4.99, ""t0"": 3.2739}"
transit/transit_0134.csv,transit,"{""period"": 2.9155, ""depth"": 0.014584, ""duration_hours"": 4.99, ""t0"": 2.0434}"
transit/transit_0135.csv,transit,"{""period"": 6.4932, ""depth"": 0.022925, ""duration_hours"": 2.99, ""t0"": 0.8725}"
transit/transit_0136.csv,transit,"{""period"": 1.9403, ""depth"": 0.005448, ""duration_hours"": 1.07, ""t0"": 0.8795}"
transit/transit_0137.csv,transit,"{""period"": 5.8061, ""depth"": 0.010799, ""duration_hours"": 4.84, ""t0"": 4.366}"
transit/transit_0138.csv,transit,"{""period"": 4.9836, ""depth"": 0.022476, ""duration_hours"": 1.94, ""t0"": 1.6214}"
transit/transit_0139.csv,transit,"{""period"": 8.4136, ""depth"": 0.018687, ""duration_hours"": 3.36, ""t0"": 5.4978}"
transit/transit_0140.csv,transit,"{""period"": 4.3792, ""depth"": 0.008401, ""duration_hours"": 1.62, ""t0"": 3.8288}"
transit/transit_0141.csv,transit,"{""period"": 8.8609, ""depth"": 0.019903, ""duration_hours"": 4.14, ""t0"": 3.8845}"
transit/transit_0142.csv,transit,"{""period"": 14.9258, ""depth"": 0.017028, ""duration_hours"": 4.26, ""t0"": 13.4714}"
transit/transit_0143.csv,transit,"{""period"": 3.5925, ""depth"": 0.014273, ""duration_hours"": 1.41, ""t0"": 2.3456}"
transit/transit_0144.csv,transit,"{""period"": 8.1782, ""depth"": 0.011108, ""duration_hours"": 1.14, ""t0"": 7.8493}"
transit/transit_0145.csv,transit,"{""period"": 1.5751, ""depth"": 0.006529, ""duration_hours"": 1.26, ""t0"": 0.7169}"
transit/transit_0146.csv,transit,"{""period"": 5.376, ""depth"": 0.001749, ""duration_hours"": 1.45, ""t0"": 2.0671}"
transit/transit_0147.csv,transit,"{""period"": 10.7747, ""depth"": 0.005572, ""duration_hours"": 2.21, ""t0"": 4.2466}"
transit/transit_0148.csv,transit,"{""period"": 1.0232, ""depth"": 0.003246, ""duration_hours"": 4.45, ""t0"": 0.0013}"
transit/transit_0149.csv,transit,"{""period"": 7.853, ""depth"": 0.008661, ""duration_hours"": 2.73, ""t0"": 6.1299}"
transit/transit_0150.csv,transit,"{""period"": 4.6449, ""depth"": 0.008401, ""duration_hours"": 1.97, ""t0"": 2.2289}"
transit/transit_0151.csv,transit,"{""period"": 4.1955, ""depth"": 0.008603, ""duration_hours"": 4.72, ""t0"": 0.2038}"
transit/transit_0152.csv,transit,"{""period"": 10.9618, ""depth"": 0.004186, ""duration_hours"": 1.19, ""t0"": 1.515}"
transit/transit_0153.csv,transit,"{""period"": 1.1296, ""depth"": 0.005114, ""duration_hours"": 1.13, ""t0"": 0.125}"
transit/transit_0154.csv,transit,"{""period"": 4.3829, ""depth"": 0.014446, ""duration_hours"": 3.36, ""t0"": 3.723}"
transit/transit_0155.csv,transit,"{""period"": 12.9472, ""depth"": 0.015668, ""duration_hours"": 1.65, ""t0"": 10.0074}"
transit/transit_0156.csv,transit,"{""period"": 4.5597, ""depth"": 0.02301, ""duration_hours"": 2.82, ""t0"": 2.7514}"
transit/transit_0157.csv,transit,"{""period"": 6.0615, ""depth"": 0.020422, ""duration_hours"": 2.27, ""t0"": 4.8444}"
transit/transit_0158.csv,transit,"{""period"": 4.029, ""depth"": 0.010644, ""duration_hours"": 2.27, ""t0"": 0.3147}"
transit/transit_0159.csv,transit,"{""period"": 5.8507, ""depth"": 0.000966, ""duration_hours"": 1.66, ""t0"": 4.2428}"
transit/transit_0160.csv,transit,"{""period"": 11.3401, ""depth"": 0.00827, ""duration_hours"": 4.56, ""t0"": 6.7341}"
transit/transit_0161.csv,transit,"{""period"": 3.0121, ""depth"": 0.017481, ""duration_hours"": 1.69, ""t0"": 1.528}"
transit/transit_0162.csv,transit,"{""period"": 1.0561, ""depth"": 0.000906, ""duration_hours"": 4.97, ""t0"": 0.6174}"
transit/transit_0163.csv,transit,"{""period"": 13.5622, ""depth"": 0.022069, ""duration_hours"": 3.14, ""t0"": 8.4329}"
transit/transit_0164.csv,transit,"{""period"": 1.7073, ""depth"": 0.015067, ""duration_hours"": 2.18, ""t0"": 1.133}"
transit/transit_0165.csv,transit,"{""period"": 1.2542, ""depth"": 0.015095, ""duration_hours"": 1.93, ""t0"": 1.0961}"
transit/transit_0166.csv,transit,"{""period"": 9.5508, ""depth"": 0.014062, ""duration_hours"": 2.58, ""t0"": 6.4718}"
transit/transit_0167.csv,transit,"{""period"": 8.9371, ""depth"": 0.019081, ""duration_hours"": 4.93, ""t0"": 3.7471}"
transit/transit_0168.csv,transit,"{""period"": 1.1746, ""depth"": 0.020003, ""duration_hours"": 3.08, ""t0"": 0.4792}"
transit/transit_0169.csv,transit,"{""period"": 13.4552, ""depth"": 0.010178, ""duration_hours"": 3.73, ""t0"": 2.0099}"
transit/transit_0170.csv,transit,"{""period"": 3.4982, ""depth"": 0.005389, ""duration_hours"": 4.44, ""t0"": 3.1924}"
transit/transit_0171.csv,transit,"{""period"": 7.5772, ""depth"": 0.018471, ""duration_hours"": 4.51, ""t0"": 2.8722}"
transit/transit_0172.csv,transit,"{""period"": 11.384, ""depth"": 0.018413, ""duration_hours"": 4.13, ""t0"": 6.4881}"
transit/transit_0173.csv,transit,"{""period"": 13.6556, ""depth"": 0.021707, ""duration_hours"": 4.19, ""t0"": 1.3637}"
transit/transit_0174.csv,transit,"{""period"": 11.4104, ""depth"": 0.001067, ""duration_hours"": 4.92, ""t0"": 4.3034}"
transit/transit_0175.csv,transit,"{""period"": 13.426, ""depth"": 0.010168, ""duration_hours"": 2.28, ""t0"": 8.173}"
transit/transit_0176.csv,transit,"{""period"": 6.728, ""depth"": 0.015243, ""duration_hours"": 4.74, ""t0"": 3.1463}"
transit/transit_0177.csv,transit,"{""period"": 6.2809, ""depth"": 0.010156, ""duration_hours"": 1.52, ""t0"": 1.023}"
transit/transit_0178.csv,transit,"{""period"": 5.7527, ""depth"": 0.023895, ""duration_hours"": 1.97, ""t0"": 0.5691}"
transit/transit_0179.csv,transit,"{""period"": 13.3345, ""depth"": 0.007314, ""duration_hours"": 1.81, ""t0"": 2.4771}"
transit/transit_0180.csv,transit,"{""period"": 7.5578, ""depth"": 0.006856, ""duration_hours"": 1.18, ""t0"": 3.639}"
transit/transit_0181.csv,transit,"{""period"": 10.1353, ""depth"": 0.01264, ""duration_hours"": 1.44, ""t0"": 2.5585}"
transit/transit_0182.csv,transit,"{""period"": 11.7072, ""depth"": 0.021979, ""duration_hours"": 4.61, ""t0"": 11.5266}"
transit/transit_0183.csv,transit,"{""period"": 14.342, ""depth"": 0.00226, ""duration_hours"": 1.55, ""t0"": 4.3667}"
transit/transit_0184.csv,transit,"{""period"": 2.3577, ""depth"": 0.021222, ""duration_hours"": 3.47, ""t0"": 1.2787}"
transit/transit_0185.csv,transit,"{""period"": 4.5456, ""depth"": 0.004428, ""duration_hours"": 4.41, ""t0"": 2.6557}"
transit/transit_0186.csv,transit,"{""period"": 5.1445, ""depth"": 0.009596, ""duration_hours"": 2.62, ""t0"": 3.9099}"
transit/transit_0187.csv,transit,"{""period"": 3.8954, ""depth"": 0.023568, ""duration_hours"": 1.48, ""t0"": 3.4907}"
transit/transit_0188.csv,transit,"{""period"": 4.7036, ""depth"": 0.021239, ""duration_hours"": 1.72, ""t0"": 1.9452}"
transit/transit_0189.csv,transit,"{""period"": 4.4336, ""depth"": 0.017901, ""duration_hours"": 4.41, ""t0"": 3.8775}"
transit/transit_0190.csv,transit,"{""period"": 8.4319, ""depth"": 0.006586, ""duration_hours"": 1.98, ""t0"": 1.3597}"
transit/transit_0191.csv,transit,"{""period"": 13.4318, ""depth"": 0.019545, ""duration_hours"": 3.07, ""t0"": 6.5898}"
transit/transit_0192.csv,transit,"{""period"": 8.512, ""depth"": 0.011147, ""duration_hours"": 1.53, ""t0"": 1.0696}"
transit/transit_0193.csv,transit,"{""period"": 7.7484, ""depth"": 0.023854, ""duration_hours"": 1.65, ""t0"": 4.2959}"
transit/transit_0194.csv,transit,"{""period"": 4.5446, ""depth"": 0.001236, ""duration_hours"": 1.48, ""t0"": 4.1667}"
transit/transit_0195.csv,transit,"{""period"": 9.5138, ""depth"": 0.011893, ""duration_hours"": 2.6, ""t0"": 5.0603}"
transit/transit_0196.csv,transit,"{""period"": 14.8405, ""depth"": 0.020549, ""duration_hours"": 3.97, ""t0"": 6.9566}"
transit/transit_0197.csv,transit,"{""period"": 13.8893, ""depth"": 0.008864, ""duration_hours"": 1.2, ""t0"": 4.7558}"
transit/transit_0198.csv,transit,"{""period"": 9.7179, ""depth"": 0.018896, ""duration_hours"": 4.17, ""t0"": 2.0598}"
transit/transit_0199.csv,transit,"{""period"": 7.1319, ""depth"": 0.016156, ""duration_hours"": 1.01, ""t0"": 7.0846}"
transit/transit_0200.csv,transit,"{""period"": 1.8689, ""depth"": 0.011727, ""duration_hours"": 1.52, ""t0"": 0.2847}"
transit/transit_0201.csv,transit,"{""period"": 6.501, ""depth"": 0.023085, ""duration_hours"": 2.28, ""t0"": 4.7209}"
transit/transit_0202.csv,transit,"{""period"": 10.2393, ""depth"": 0.015193, ""duration_hours"": 2.89, ""t0"": 9.728}"
transit/transit_0203.csv,transit,"{""period"": 3.4813, ""depth"": 0.017113, ""duration_hours"": 4.38, ""t0"": 0.1401}"
transit/transit_0204.csv,transit,"{""period"": 13.4948, ""depth"": 0.018866, ""duration_hours"": 4.97, ""t0"": 7.1713}"
transit/transit_0205.csv,transit,"{""period"": 5.2347, ""depth"": 0.023715, ""duration_hours"": 2.47, ""t0"": 3.8659}"
transit/transit_0206.csv,transit,"{""period"": 8.8655, ""depth"": 0.018135, ""duration_hours"": 3.04, ""t0"": 8.0417}"
transit/transit_0207.csv,transit,"{""period"": 10.059, ""depth"": 0.008888, ""duration_hours"": 2.63, ""t0"": 4.4265}"
transit/transit_0208.csv,transit,"{""period"": 2.2841, ""depth"": 0.016854, ""duration_hours"": 3.62, ""t0"": 1.5142}"
