time,flux,flux_err
2447.76403102337,0.9996119,0.0011522243
2447.7654200254665,1.0001075,0.001152869
2447.766809027561,0.99906427,0.0011523792
2447.7681980296557,0.99871665,0.0011522315
2447.769587031751,1.0006753,0.0011529602
2447.7709760338475,1.0007684,0.0011525744
2447.772365035943,0.9983367,0.0011521104
2447.7737540378057,0.9994075,0.0011520757
2447.775143039901,1.0017283,0.0011528021
2447.7765320419967,0.99983346,0.001152418
2447.7779210438603,0.9999476,0.0011531198
2447.7793100459553,1.0001949,0.0011524974
2447.7806990478175,1.0015231,0.001153264
2447.782088049913,1.0003747,0.0011518655
2447.7834770517757,1.0006255,0.001152327
2447.7848660538707,0.99947405,0.0011521239
2447.7862550557334,1.0015588,0.0011524437
2447.7876440575965,0.9997669,0.0011521641
2447.78903305946,0.9984343,0.0011521252
2447.7904220615555,1.000424,0.0011527677
2447.791811063418,0.99951106,0.0011522932
2447.793200065281,0.99898833,0.0011513995
2447.7945890671435,1.001271,0.0011528125
2447.795978069007,1.0009844,0.0011536112
2447.797367070869,1.0016574,0.001152884
2447.7987560727306,0.9996418,0.0011527204
2447.8001450743604,1.0001117,0.0011524898
2447.801534076224,1.0015626,0.0011529616
2447.8029230780867,0.9998523,0.0011528914
2447.8043120799493,1.0010859,0.0011523151
2447.805701081579,0.9973089,0.0011517869
2447.807090083442,1.0004508,0.0011526444
2447.8084790850726,0.9993206,0.0011515951
2447.809868086935,1.0005251,0.0011521955
2447.8112570885646,1.0006633,0.0011529438
2447.8126460904273,0.9982068,0.0011511953
2447.8140350920567,0.9995093,0.0011524415
2447.8154240936865,1.0018735,0.0011537739
2447.816813095549,1.0005548,0.0011526035
2447.818202097179,1.0014515,0.0011533697
2447.8195910988097,1.0018955,0.0011532723
2447.8209801004396,0.9998568,0.0011514009
2447.8223691020694,0.99926883,0.0011515089
2447.823758103699,1.0001979,0.0011524608
2447.825147105329,1.0010797,0.0011532508
2447.82653610696,0.9989696,0.0011526662
2447.8279251085887,1.00341,0.00115371
2447.829314109985,1.0001856,0.0011526933
2447.8307031116146,0.9993981,0.0011520695
2447.8320921132454,1.0000253,0.0011527155
2447.8334811148748,1.0026205,0.0011528272
2447.8348701162713,1.0031507,0.0011531425
2447.836259117902,1.0003073,0.0011522032
2447.8376481192995,1.0008054,0.0011530815
2447.83903712093,1.0000368,0.0011525416
2447.840426122327,0.99991137,0.0011526616
2447.841815123724,0.99833494,0.0011510064
2447.843204125353,1.0031776,0.0011539524
2447.8445931267497,1.0008049,0.0011528718
2447.8459821281467,0.9999331,0.0011529267
2447.8473711295437,1.0005125,0.0011526853
2447.8487601311735,1.0005904,0.0011523461
2447.8501491325715,0.99938834,0.0011527356
2447.8515381339685,0.9992593,0.0011523773
2447.8529271353655,0.99945307,0.0011524633
2447.8543161367625,1.0032699,0.0011535146
2447.8557051379266,1.0003936,0.0011522694
2447.8570941393245,1.0010992,0.0011524
2447.8584831407206,1.0005314,0.0011525516
2447.8598721421167,0.99977297,0.0011525173
2447.861261143281,0.99980724,0.0011527853
2447.862650144679,1.0012565,0.001152596
2447.864039146076,1.0010318,0.0011525253
2447.86542814724,1.0000898,0.0011514729
2447.866817148637,0.9995711,0.0011522654
2447.868206149802,1.0013978,0.0011526502
2447.869595151199,1.0011894,0.0011528939
2447.8709841523632,0.99955076,0.0011516629
2447.8723731535274,1.0020702,0.0011522399
2447.873762154924,1.0031205,0.0011535846
2447.8751511560877,1.0000699,0.0011523134
2447.876540157252,0.99990535,0.0011517439
2447.877929158416,1.0003605,0.0011525067
2447.87931815958,1.000811,0.001152437
2447.8807071607453,1.0017737,0.0011527537
2447.882096161909,1.0012714,0.0011533744
2447.8834851630727,1.000335,0.0011526505
2447.8848741642378,1.0009241,0.001151734
2447.886263165402,0.99929345,0.0011518924
2447.887652166334,1.0008787,0.0011517319
2447.8890411674975,1.0006735,0.0011526519
2447.8904301686607,1.0002981,0.0011518496
2447.891819169826,1.0012057,0.0011527734
2447.893208170757,1.0004103,0.001152199
2447.8945971719213,1.0004351,0.0011522648
2447.8959861728526,1.0027686,0.0011527508
2447.897375174017,1.000412,0.0011518812
2447.898764174949,1.0009012,0.0011535205
2447.9001531758804,0.99974215,0.001151704
2447.9015421770446,1.0001525,0.0011520667
2447.902931177976,1.0000807,0.0011518684
2447.904320178907,1.0007547,0.0011522766
2447.9057091798377,0.99869597,0.0011517949
2447.907098181002,1.0012736,0.0011522623
2447.908487181933,1.0004262,0.0011516663
2447.9098761828645,1.0016866,0.0011527764
2447.911265183797,1.0007117,0.0011523303
2447.9126541847277,0.99870163,0.0011512934
2447.9140431854257,0.9992308,0.0011523714
2447.915432186358,1.000063,0.0011523166
2447.9168211872898,1.0003368,0.0011523024
2447.9182101882216,1.0031832,0.0011535063
2447.919599189152,1.0018847,0.001152771
2447.9209881898496,1.0020757,0.0011526644
2447.922377190782,0.9999621,0.0011526801
2447.9237661914804,1.0009549,0.0011524605
2447.9251551924117,1.0018809,0.0011531167
2447.92654419311,1.0004398,0.0011515574
2447.9279331940415,1.0019621,0.0011525393
2447.929322194741,0.99901026,0.0011515439
2447.930711195672,1.0016629,0.0011522716
2447.93210019637,0.9994443,0.001152158
2447.9334891970693,1.0014917,0.001152594
2447.9348781977674,0.9999122,0.0011518172
2447.9362671984654,0.9988668,0.001150842
2447.9376561993968,1.0016353,0.001151994
2447.9390452000953,1.0006564,0.0011519507
2447.940434200794,1.0000185,0.0011519234
2447.941823201493,1.0012387,0.0011528279
2447.943212201959,0.9990272,0.0011516508
2447.9446012026574,1.0005813,0.0011522154
2447.945990203356,0.99893695,0.001151933
2447.9473792040553,1.0018791,0.0011527801
2447.948768204754,1.000222,0.0011519723
2447.9501572052186,1.0007231,0.0011534622
2447.951546205916,1.0013252,0.0011519418
2447.9529352066156,1.000735,0.0011512731
2447.9543242070813,1.0001671,0.0011525458
2447.95571320778,1.0010116,0.0011523762
2447.9571022082455,1.0020373,0.0011530353
2447.958491208944,1.0020223,0.0011536689
2447.9598802094106,1.0011406,0.0011524677
2447.961269209876,0.9995781,0.0011518827
2447.962658210574,0.9999065,0.0011525272
2447.9640472110405,1.0032113,0.0011534571
2447.9654362115057,0.9991454,0.0011521388
2447.966825211971,0.9995049,0.001151825
2447.9682142124366,1.0025097,0.0011525548
2447.9696032129023,1.0002997,0.0011520549
2447.970992213369,1.0010287,0.0011518233
2447.9723812138345,1.0023029,0.0011529085
2447.9737702143,1.000114,0.0011519163
2447.975159214766,1.0016083,0.001152717
2447.9765482152316,1.00117,0.0011517057
2447.977937215698,0.9992746,0.001151695
2447.9793262159305,1.0016568,0.001152228
2447.9807152163953,0.99894077,0.0011523166
2447.9821042168605,0.9996692,0.0011510821
2447.9834932170943,1.0010198,0.001152131
2447.98488221756,1.0029105,0.0011534962
2447.986271217793,0.9987467,0.0011515056
2447.9876602182585,1.0019315,0.001152588
2447.9890492184913,1.0010867,0.0011520054
2447.990438218958,0.99992055,0.0011519494
2447.9918272191903,1.0018263,0.0011526279
2447.9932162194227,0.99963766,0.0011511187
2447.9946052198893,1.0014426,0.001152388
2447.995994220122,1.0004605,0.0011516716
2447.997383220355,1.0014462,0.0011523638
2447.9987722205874,1.0006965,0.0011527138
2448.00016122082,0.9989025,0.0011521333
2448.0015502210535,1.0006624,0.0011521125
2448.0029392212864,1.0027282,0.0011528449
2448.0043282215192,0.9994285,0.0011523044
2448.005717221752,0.9982661,0.0011513395
2448.007106221985,1.0006199,0.0011522137
2448.0084952222187,1.0013206,0.0011522208
2448.0098842222183,1.0002412,0.0011522411
2448.01127322245,0.99905217,0.0011518606
2448.0126622226826,1.0000383,0.0011523011
2448.0140512226835,0.9997998,0.0011518702
2448.0154402229164,1.0001115,0.0011524198
2448.016829223149,1.000696,0.0011519066
2448.0182182231492,0.9998148,0.0011516431
2448.019607223382,0.99934053,0.0011515901
2448.020996223383,1.0015763,0.0011522822
2448.022385223383,0.9996167,0.0011519289
2448.023774223616,1.0002685,0.001152116
2448.025163223616,1.0017864,0.0011524045
2448.026552223616,0.99996954,0.0011518409
2448.027941223616,0.99907196,0.0011516238
2448.0293302236155,1.0003316,0.0011523373
2448.030719223848,1.001363,0.0011523614
2448.032108223849,1.0018859,0.0011528194
2448.033497223849,0.9998059,0.0011522442
2448.034886223849,1.0013599,0.001152355
2448.036275223849,0.9992811,0.0011515215
2448.037664223616,1.00143,0.0011523686
2448.039053223617,1.0013585,0.0011519607
2448.0404422236165,1.0013719,0.0011519435
2448.0418312236156,1.0006458,0.0011511887
2448.043220223615,1.0003226,0.0011523075
2448.0446092233833,0.9994838,0.001151928
2448.0459982233833,0.999925,0.0011520556
2448.0473872231505,0.9993603,0.0011512842
2448.0487762231505,0.9991138,0.0011512331
2448.0501652229186,0.9977194,0.0011506997
2448.0515542229186,0.99715686,0.0011510509
2448.052943222686,1.0029128,0.0011523989
2448.054332222686,1.0004926,0.0011518549
2448.055721222453,0.9999981,0.0011510045
2448.05711022222,0.9992379,0.0011508837
2448.0584992222202,0.9998422,0.0011520055
2448.059888221987,1.00074,0.0011520964
2448.0612772217537,0.9990991,0.0011514917
2448.062666221522,0.99928164,0.0011507608
2448.064055221289,0.99996656,0.0011518005
2448.065444221056,1.000001,0.001151312
2448.0668332208234,1.000773,0.0011520524
2448.0682222205905,1.002216,0.0011525702
2448.0696112203586,1.0007476,0.001152097
2448.0710002201254,0.9990321,0.0011514103
2448.0723892198916,0.9988792,0.0011518231
2448.0737782194255,1.0004034,0.0011524459
2448.0751672191936,0.99852747,0.0011506792
2448.0765562189617,1.0034728,0.00115272
2448.0779452184956,1.0003102,0.0011516811
2448.0793342182624,0.99879366,0.00115164
2448.0807232180305,1.0011362,0.0011521729
2448.082112217565,0.99948466,0.0011511486
2448.083501217332,1.00204,0.0011524039
2448.0848902168664,1.0004568,0.0011518681
2448.0862792164007,1.0014223,0.0011519762
2448.087668216168,1.0015296,0.0011523402
2448.0890572157023,1.0005246,0.0011515801
2448.090446215236,0.99903446,0.0011525918
2448.091835215003,1.0000333,0.0011523378
2448.093224214538,1.0000131,0.0011517564
2448.0946132140725,1.0027211,0.0011521218
2448.096002213607,1.0002323,0.0011516251
2448.0973912131412,1.0004822,0.0011518375
2448.0987802126756,1.0017763,0.0011517878
2448.100169212211,1.0006139,0.0011521599
2448.101558211745,0.99932015,0.0011507557
2448.1029472112787,0.9999032,0.0011515899
2448.104336210813,1.0011203,0.0011523647
2448.1057252101145,1.000736,0.0011514388
2448.10711420965,1.0000308,0.0011521028
2448.1085032091837,1.0015836,0.001152289
2448.1098922087176,1.0001607,0.001151915
2448.11128120802,0.999884,0.001151734
2448.1126702075544,1.0013403,0.0011521846
2448.114059206856,1.000785,0.001152252
2448.1154482063903,1.0032746,0.0011529707
2448.116837205692,1.0025679,0.001152381
2448.118226205226,1.000398,0.0011516031
2448.119615204527,1.00145,0.0011525663
2448.121004204061,0.9985075,0.0011504188
2448.1223932033627,1.0021371,0.0011522467
2448.123782202665,1.0020579,0.0011521415
2448.1251712019666,1.0000844,0.001151808
2448.126560201501,1.0013751,0.001152455
2448.1279492008025,1.0000505,0.0011514454
2448.129338200105,1.0021489,0.0011520231
2448.1307271994065,0.9994936,0.001150964
2448.132116198708,1.0011797,0.0011514785
2448.1335051980086,0.99918854,0.0011515064
2448.13489419731,1.0013909,0.0011525246
2448.1362831966117,0.99815243,0.0011507439
2448.137672195914,1.0019233,0.0011525244
2448.139061195215,0.9984501,0.001151412
2448.1404501942834,0.9996254,0.001152181
2448.141839193586,0.9984237,0.0011500957
2448.1432281928874,0.99994797,0.0011511547
2448.144617191956,0.9987238,0.0011507014
2448.1460061912576,1.0011604,0.001152303
2448.147395190559,0.99855095,0.0011511144
2448.148784189628,1.0000186,0.0011517671
2448.1501731889284,0.99974823,0.0011510917
2448.151562187997,1.0011635,0.0011513733
2448.152951187299,0.9995321,0.0011516659
2448.1543401863682,1.0032457,0.0011524801
2448.155729185438,0.99853647,0.001151334
2448.157118184739,0.99988776,0.0011513456
2448.158507183807,1.0007322,0.0011522096
2448.1598961828768,0.99970275,0.0011513651
2448.1612851819455,0.99888116,0.001151334
2448.162674181014,0.99784803,0.0011514458
2448.164063180082,1.0011195,0.0011515843
2448.1654521793835,1.0010622,0.0011519323
2448.166841178452,1.0006696,0.00115141
2448.1682301775218,1.0007168,0.0011512676
2448.169619176357,1.0013261,0.0011518217
2448.1710081754254,1.00014,0.0011516523
2448.172397174495,1.0011897,0.0011515383
2448.1737861735637,0.999329,0.0011508678
2448.1751751726324,1.0007873,0.0011527257
2448.176564171701,0.9997474,0.0011510142
2448.177953170537,1.0006229,0.001151945
2448.1793421696057,1.0002023,0.0011514645
2448.180731168674,0.9991731,0.0011513543
2448.1821201675093,1.0006051,0.0011520699
2448.183509166579,1.000729,0.0011528392
2448.184898165415,0.99961036,0.0011510163
2448.1862871644844,0.99926645,0.0011514634
2448.18767616332,1.0012183,0.0011521415
2448.189065162388,1.0002271,0.0011513549
2448.190454161225,1.0011628,0.0011518947
2448.1918431600607,1.0014164,0.0011516998
2448.1932321588965,1.0025938,0.0011521557
2448.1946211579643,1.0012667,0.0011516906
2448.1960101568,0.9986903,0.001150841
2448.197399155636,1.001282,0.0011516156
2448.198788154473,0.99854875,0.0011509837
2448.2001771533082,1.0007763,0.0011523128
2448.2015661521436,0.9992562,0.0011512741
2448.2029551509804,1.0018145,0.0011518282
2448.2043441498163,1.0001078,0.0011515684
2448.205733148652,0.99899316,0.0011508595
2448.207122147488,1.0000583,0.001152015
2448.208511146325,1.0009972,0.0011519319
2448.20990014516,0.9992714,0.00115089
2448.2112891437623,0.9997303,0.0011514558
2448.2126781425977,0.9992395,0.0011510318
2448.2140671414345,0.99801993,0.0011507103
2448.2154561400375,1.0021462,0.0011526166
2448.2168451388743,1.0030487,0.0011522648
2448.2182341377097,0.9996815,0.0011515468
2448.2196231363123,1.0003728,0.0011512025
2448.221012135149,0.99917376,0.0011511159
2448.222401133752,1.000748,0.0011515663
2448.223790132588,1.0012151,0.0011520017
2448.22517913119,0.9983512,0.0011507556
2448.226568129793,0.999509,0.0011510765
2448.227957128629,0.9990974,0.0011513914
2448.229346127233,0.99926263,0.0011516053
2448.2307351258355,1.0005538,0.0011522918
2448.2321241244385,0.99908495,0.0011511554
2448.233513123042,1.0002867,0.0011510294
2448.234902121879,1.0011585,0.0011518039
2448.2362911204814,0.99984974,0.0011512381
2448.237680119084,0.9997386,0.0011516731
2448.239069117688,0.99887204,0.0011515409
2448.2404581162905,1.0014008,0.00115199
2448.241847114893,1.0020224,0.0011531669
2448.2432361132633,1.0003481,0.0011513772
2448.2446251118663,1.0003197,0.0011520085
2448.2460141104693,0.99956656,0.0011515208
2448.2474031090733,1.0014602,0.0011522629
2448.248792107676,1.0015769,0.0011523736
2448.2501811060456,1.0003661,0.0011517094
2448.2515701046495,1.0014158,0.0011515351
2448.2529591032526,0.99830043,0.0011503393
2448.254348101623,1.001271,0.0011518995
2448.255737100225,1.0015651,0.0011516594
2448.257126098595,0.9998333,0.0011508324
2448.2585150971986,0.99948007,0.0011510821
2448.2599040955693,1.0009574,0.0011522899
2448.2612930941723,0.99970764,0.0011508799
2448.2626820925425,0.99890965,0.0011511396
2448.2640710909127,1.0001093,0.0011514294
2448.2654600895166,1.0010837,0.0011515378
2448.2668490878864,0.9998113,0.0011512716
2448.268238086256,0.99963754,0.001151729
2448.2696270846272,1.000575,0.0011515311
2448.271016082997,1.0022296,0.0011519155
2448.2724050813667,0.9993285,0.0011510132
2448.27379407997,1.0006996,0.0011515941
2448.27518307834,1.0006036,0.0011521736
2448.27657207671,1.0023752,0.0011522761
2448.2779610748485,1.0003443,0.0011516301
2448.279350073218,0.9994825,0.0011512961
2448.280739071588,1.0010625,0.0011520853
2448.282128069959,1.0013554,0.0011524071
2448.2835170683297,1.0021026,0.0011526786
2448.2849060667,1.0018276,0.001152344
2448.2862950648364,1.0012897,0.0011514433
2448.287684063206,0.99990076,0.001151856
2448.2890730615773,0.9999281,0.0011513031
2448.2904620597146,1.0011231,0.0011512036
2448.291851058085,0.99903446,0.0011511645
2448.293240056455,1.0029067,0.0011524803
2448.2946290545924,0.99983215,0.0011509574
2448.2960180529635,0.99910545,0.0011513882
2448.2974070511004,0.9992696,0.0011516251
2448.2987960492374,0.9995709,0.0011509068
2448.3001850476085,1.0025427,0.0011528025
2448.3015740457454,1.0011911,0.0011517248
2448.3029630438823,1.0005203,0.0011517506
2448.3043520422525,0.99929404,0.0011509795
2448.30574104039,0.9997998,0.0011514421
2448.3071300385272,0.9995764,0.001150791
2448.3085190366655,0.9991361,0.0011513812
2448.3099080348024,1.0008621,0.0011515218
2448.31129703294,0.99941146,0.0011509382
2448.3126860310776,1.0003412,0.0011512465
2448.314075029216,0.99898857,0.0011510537
2448.315464027353,1.0006982,0.0011510929
2448.3168530254893,1.0016444,0.0011517243
2448.318242023626,1.0002643,0.0011509544
2448.3196310217645,0.99977386,0.001151157
2448.321020019902,0.99990493,0.0011515988
2448.3224090180393,1.0012065,0.0011517907
2448.3237980161766,0.99878675,0.0011511253
2448.325187014081,0.99977547,0.0011513312
2448.3265760122194,0.9981215,0.0011510369
2448.3279650103564,0.99896246,0.0011510707
2448.3293540082605,1.0003248,0.0011516479
2448.3307430063987,1.0000527,0.001151347
2448.332132004303,0.9999323,0.0011513183
2448.3335210024397,0.9981317,0.0011509714
2448.3349100003443,1.0009471,0.0011519296
2448.3362989984817,0.99760973,0.0011503999
2448.3376879963866,0.9984203,0.0011505948
2448.3390769942916,1.0008854,0.0011518619
2448.340465992429,0.9993147,0.0011507585
2448.3418549903336,1.0014038,0.0011516041
2448.343243988238,0.9994837,0.0011508093
2448.3446329863764,0.99919546,0.0011507078
2448.3460219842805,1.0010995,0.0011511812
2448.347410982184,0.9984114,0.0011506588
2448.348799980088,0.9999861,0.0011513549
2448.3501889779936,0.9998428,0.0011512017
2448.351577975898,0.9987034,0.0011508021
2448.3529669738027,1.0007021,0.0011518149
2448.3543559717073,0.99987805,0.0011517215
2448.355744969612,0.99885476,0.0011509213
2448.3571339675173,0.99769366,0.001151083
2448.3585229654213,0.9991588,0.0011508622
2448.3599119633254,1.0002834,0.0011506594
2448.361300960998,1.0007873,0.001150911
2448.362689958902,1.0011814,0.0011515006
2448.3640789568067,0.9998955,0.0011511812
2448.365467954711,0.997999,0.0011501011
2448.3668569523825,1.0017405,0.0011518518
2448.368245950288,0.9990345,0.0011511787
2448.3696349481925,1.0010427,0.0011514587
2448.371023945864,1.0001694,0.0011512177
2448.3724129437687,1.0030669,0.0011523877
2448.3738019414404,1.0005993,0.0011510185
2448.375190939346,1.0006437,0.0011519869
2448.3765799370176,1.0007533,0.0011514521
2448.3779689346884,1.0001884,0.001151873
2448.379357932592,1.0002686,0.0011505688
2448.3807469302646,0.9995701,0.0011512879
2448.3821359279364,1.0009085,0.0011512928
2448.383524925841,1.0011097,0.0011511496
2448.3849139235126,1.0021702,0.0011518074
2448.3863029211843,0.99957114,0.0011508111
2448.387691918857,1.0009687,0.0011520032
2448.389080916528,1.0004259,0.0011513035
2448.3904699142,1.001619,0.0011516517
2448.391858911872,1.0010464,0.0011514634
2448.393247909544,1.0019705,0.0011515591
2448.3946369072155,1.000747,0.0011519005
2448.3960259048868,0.999543,0.0011507948
2448.397414902558,1.0015686,0.0011521894
2448.3988039002306,0.9993434,0.0011513093
2448.4001928979023,0.999431,0.0011503397
2448.401581895574,1.0005879,0.0011515247
2448.402970893013,1.0005233,0.0011513885
2448.4043598906846,1.0017592,0.0011512584
2448.4057488883573,1.0000957,0.0011507034
2448.407137886029,0.99926186,0.0011510691
2448.408526883467,1.0014056,0.0011519918
2448.4099158811377,0.9995477,0.0011511635
2448.4113048785775,1.0022591,0.0011518942
2448.4126938762493,1.0002004,0.0011510773
2448.414082873688,1.0011325,0.0011519677
2448.41547187136,1.0007343,0.0011513786
2448.4168608687996,0.9997317,0.0011505721
2448.4182498664713,1.0010043,0.0011514524
2448.41963886391,0.99962133,0.0011499606
2448.421027861349,1.0017607,0.0011516785
2448.422416859021,0.99916977,0.001150581
2448.4238058564597,0.9998528,0.0011507496
2448.4251948538986,0.99910206,0.0011506948
2448.426583851337,0.9997271,0.001151149
2448.4279728490083,0.99998003,0.0011513537
2448.429361846448,0.99855304,0.0011505233
2448.430750843887,1.0000097,0.0011512145
2448.432139841326,1.0005752,0.0011510098
2448.4335288387647,1.0000842,0.0011517522
2448.4349178362036,0.99986225,0.0011512568
2448.4363068336434,1.0020018,0.0011512504
2448.4376958310822,1.0004445,0.0011517331
2448.43908482852,0.999393,0.0011510396
2448.440473825958,0.99998206,0.0011509565
2448.441862823165,1.0014943,0.0011513912
2448.443251820605,0.9984917,0.0011509502
2448.4446408180434,0.9981851,0.0011509004
2448.446029815482,1.0013973,0.0011529018
2448.4474188126887,0.99919295,0.0011508944
2448.4488078101276,1.000865,0.0011511167
2448.4501968075674,0.9995015,0.0011510673
2448.451585804773,1.001006,0.0011517904
2448.4529748022114,0.9999441,0.0011512378
2448.4543637994175,1.0006416,0.0011512438
2448.4557527968564,1.0000329,0.0011514634
2448.457141794062,0.99883014,0.0011508045
2448.4585307915004,0.9989668,0.0011505065
2448.4599197887073,1.0005586,0.001150781
2448.461308786146,0.9995273,0.0011513486
2448.4626977833523,1.0005744,0.0011510665
2448.4640867805583,1.0001591,0.0011508995
2448.4654757777644,0.9998706,0.0011510963
2448.466864775204,0.9989588,0.0011510302
2448.4682537724107,1.0009831,0.0011517904
2448.4696427696163,1.0000746,0.0011511032
2448.4710317668214,0.9997176,0.001151678
2448.4724207640274,0.99868816,0.0011506077
2448.4738097612344,0.9969052,0.0011496518
2448.47519875844,0.9982601,0.0011504138
2448.4765877556456,0.9999223,0.0011510142
2448.4779767528526,0.99793345,0.001150435
2448.4793657500586,0.9982375,0.0011500798
2448.4807547472656,0.9995432,0.001150377
2448.482143744471,0.9998766,0.0011509989
2448.4835327416768,1.0018544,0.0011525297
2448.484921738883,0.99968725,0.0011511821
2448.486310736089,0.99938023,0.0011507364
2448.4876997330616,1.0004425,0.001151216
2448.489088730267,0.99774975,0.0011502685
2448.490477727474,0.9982189,0.0011500312
2448.4918667244474,0.9992874,0.0011507574
2448.4932557216544,0.9989424,0.0011504682
2448.4946447188604,0.9995167,0.0011502536
2448.4960337158336,0.9983456,0.001150933
2448.4974227130397,0.99659145,0.0011498651
2448.498811710014,0.99745005,0.001150387
2448.500200707219,0.99925995,0.0011506702
2448.5015897041912,1.0011827,0.0011516903
2448.5029787013973,0.9988894,0.0011500226
2448.5043676983714,0.9985754,0.0011502545
2448.505756695344,1.0003971,0.001150819
2448.50714569255,1.0000848,0.0011513282
2448.508534689524,0.9993431,0.0011508525
2448.509923686497,0.99880725,0.0011506878
2448.5113126834713,0.9989605,0.0011501538
2448.512701680677,0.999133,0.0011507686
2448.5140906776496,0.99945587,0.0011510374
2448.515479674623,0.9991809,0.0011504441
2448.516868671596,1.0010993,0.0011506154
2448.518257668569,0.99741316,0.0011502947
2448.5196466655416,0.9992144,0.0011505029
2448.5210356625157,0.9984911,0.0011509989
2448.52242465949,0.9982747,0.0011503571
2448.523813656463,0.99731416,0.0011499007
2448.5252026534363,0.9990264,0.0011505269
2448.5265916504095,0.99978787,0.0011513258
2448.52798064715,0.99729306,0.0011502991
2448.529369644124,0.9977068,0.0011493278
2448.5307586410963,0.9974864,0.0011499721
2448.5321476380686,0.9976042,0.0011499702
2448.533536634809,0.99881405,0.0011509168
2448.534925631783,1.0010041,0.0011521351
2448.5363146287564,0.9988208,0.0011506011
2448.5377036254968,0.9992955,0.0011504877
2448.53909262247,0.99800605,0.0011499261
2448.540481619443,0.9994646,0.0011503976
2448.5418706161845,0.9979781,0.0011500872
2448.5432596131573,0.99890804,0.0011511883
2448.544648609897,1.0002929,0.0011514426
2448.5460376066376,0.9992573,0.0011511026
2448.547426603611,0.99731106,0.0011501249
2448.548815600351,0.9991041,0.0011506265
2448.5502045973244,1.0000095,0.0011510426
2448.551593594065,0.9992054,0.001150535
2448.552982590806,1.0009396,0.0011511475
2448.5543715875465,1.000257,0.001151552
2448.5557605845197,1.0014718,0.0011508913
2448.55714958126,1.0010679,0.0011506078
2448.5585385780005,0.99903244,0.0011501791
2448.559927574742,1.0005945,0.0011510231
2448.5613165714813,1.0022784,0.0011516698
2448.5627055682207,1.0011117,0.0011510663
2448.564094564961,1.0003666,0.0011511628
2448.5654835617024,0.9996637,0.0011506125
2448.566872558443,0.99950135,0.0011508904
2448.568261555183,1.0000234,0.00115069
2448.5696505519236,1.0001411,0.0011514284
2448.571039548664,1.0010589,0.001150851
2448.5724285454053,0.9989478,0.0011507645
2448.5738175421457,1.0018183,0.001151522
2448.575206538653,1.0003744,0.0011512444
2448.576595535393,1.0032189,0.0011523098
2448.577984532133,1.000144,0.0011515005
2448.5793735288744,0.99946916,0.0011509671
2448.5807625253815,0.9987387,0.0011501237
2448.5821515221214,1.0013989,0.0011508088
2448.58354051863,1.0035648,0.0011522563
2448.5849295153703,1.0011525,0.0011517466
2448.5863185121107,0.9980813,0.0011499955
2448.587707508618,1.0019124,0.0011515381
2448.5890965053586,0.99843156,0.0011511721
2448.590485501867,0.9994791,0.0011504526
2448.5918744983737,0.9998985,0.0011512892
2448.593263495113,0.99857503,0.0011497258
2448.5946524916208,0.998243,0.0011506107
2448.596041488362,0.9996165,0.0011508769
2448.5974304848696,1.0023594,0.0011515566
2448.598819481377,1.0005985,0.001151286
2448.6002084778847,0.99914587,0.0011512875
2448.601597474626,1.001251,0.0011506134
2448.6029864711336,0.9962995,0.0011501124
2448.604375467641,1.0009574,0.0011517414
